PetID,Description,AdoptionSpeed
429019089,Area : ALOR SETAR Domestic Short Hair Ibu kucing dgn anak2 ni saya jumpa dipasar dekat parking lot. Agak merbahaya tempat tu tak sesuai utk kitten ni. Saya nak cari adopter yang sudi nak ambil semua ibu dan anak2 ni kalau boleh jangan pisahkan sebab masih menyusu dan mereka sangat rapat. Sekarang saya jaga mereka sementara. Saya harap dapat jumpa adopter yang boleh keep in touch sebab saya nak tahu keadaan anak2 kucing yg saya rescue dan mesti mandulkan ibu kucing ni sebab tak nak ada pembiakan lagi. Di pasar byk sgt anak2 kucing yang terbiar. Jika sudi boleh sms/whatsapp,4
be38039cc,"Boyboy is a very lovely boy. he is very submissive and friendly. & learns new things very quickly, Being such a friendly boy, he would make a truly wonderful family companion. Boyboy deserves a place to call HOME where he will be played with and spoilt and have lots of cuddles & love!! Please help this smart boy find his forever home.Thanks !",3
b06d39b09,"Female dog for adoption. We believe that she is a dachsun Mix mongrel breed and won't grow big anymore. She has a short leg and long body, suitable to stay in a condo / apartment. less barking.",4
647284f19,Shadow stay my friend house and looking for foster. The owner want Shadow stay in the street and don't want Shadow stay in the house. So I looking for foster to keep Shadow have a better life with you. Please pm me if anyone interesting adopt Shadow.,4
fd6dd3835,"BORDER COLLIE PUPPY No 1 FOR ADOPTION! The smartest dog breed in the world! Age:3 weeks. Very very cute and fluffy! Easily mistaken as a hamster! 1)Color like hamster,female.",1
799ea79a2,"Kitten to let go for serious adopter. he's very adorable n friendly. Playful & Healthy. Diet : Royal Canin 32. 1st vaccinated completed, new owner have to follow up with 2nd & 3rd vaccination for Jay. He is litter train. Looking for EXPERIENCED and serious adopter only. Price are completed with 1st vaccine,deworm, and anti-flea vaccine.",2
8cebbeec1,Nicky is a cutie pie who like to eat. He is a little boy that always seek for pat.,4
05492e461,"James is a loving boy who loves to play. He interacts very well with people, likes cuddles, loves playing. His personality is very unique and he is super cute. If possible, he has a brother (Rambo, an adorable orange kitty) who is also looking for adoption, I would love to find a home for both of them. But if you can take only one then this is also OK. Please get in touch for more details.",2
41b98eea2,The puppy is currently taking shelter at SPCA Seberang Perai. Anyone interested to adopt her may contact us via email or visit our website at,2
f11772123,"This are stray puppies, still looking for a forever home.my neighborhood is not safe for them anymore,some of the residents have raised complain on them to the Majlis.so I would really appreciate if any kind soul would give them a forever home (call)",4
8da3d6fc5,Bertubuh genit. Baru sembuh dan sedia untuk di'adopt',1
e914bdd82,"Domestic medium hair kitten looking for new home. He is Panda Boy, about 1.5 months old now. He has black & white fur with a cute fluffy tail. His black marks on the body makes him looks like a panda, so we gave him the name. He has a fat body & beautiful round eyes. He has de-flea and was de-wormed on 24th December . He is healthy, active, curious & playful. He eats kibbles mix with wet food (canned fish). He is toilet (potty) trained & could be let go at anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing other stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",1
b0dec8779,"~ PLEASE CLICK ON OUR PHOTOS FOR A CLEARER VIEW ~ ___________________________________________________ ♦ Introducing the Little Yelpers! ♦ Born on 24th September, : Now 8 weeks old, already fully on solid food (kibbles). Started potty training. They're free from fleas and other parasites (already given Frontline spray) and have received their first de-worming. Puppies' gender: MALES: Rusky, Rocky, Dasher, Whiskey, Barkly. FEMALES: Raven, Jasmine, Candy. ________________________________________________ >>> PLEASE READ >>> • Puppies, once adopted, must NOT be caged. Leashing should only be for temporary needs. • An adoption fee for their neutering (COMPULSORY) + vaccinations (first shots done) will apply, please inquire. Please feel free to call, or drop me an email, if you feel that you may be just the right person to take one of these darlings home! Thank you! :)",3
06f523361,"Poor cat was abandoned; she in one cage, her batch of kitties in another cage. All of the kittens died but she survived. Rani has rescued her and got her neutered. She is a very lovely light grey cat, gentle and friendly as she has been domesticated before. Blancharte needs an owner who will provide her a good, loving home after all she has been through. Persons wishing to adopt her must commit to looking after her welfare throughout her lifespan. She has been discarded cold-heartedly and she has lost all her babies due to the inconsiderate action of her previous owner. Please get in touch with Rani if you wish to have this lovely cat in your home.",1
24aaed171,These kittens are about 5 weeks old. They are very playful and active.,1
5f20dde82,"Chewy is an adorable and cuddly 5mths old puppy. fantastic companion to go for a jog, desire to be around with human beings and loves to drink water and chew bones. it was given to me and my husband few mths ago, but unfortunately we are no longer allow to keep him chewy has been a good dog and good companion to us we hope to find him a good safe place (prefer owner with experience and a dog lover)",1
1d4adbcc2,Lovely puppy looking for a forever home. Interested to adopt pls contact Rachel,3
5149bb7f8,Found this kitten by the roadside. Its around 4-5 months old and is very playful. He also has a very cute short tail :D:D:D He is very playful. Please view video to see how playful he is. He makes a wonderful pet. I hope to find a home for Jerry. Anyone interested kindly call me at. Thank You. Felicia,2
a91761e54,Spayed. Vaccinated for 1st puppy vaccination. 2nd and 3rd yet to deal. Please contact.,4
437b01de4,"Ruby the witty girl, always full of smile! Will think of ways to get your attention, such as sticking her paws out from the cage, poking her heads out, and sticking her body up on yours to make sure you don't miss her out. Playful and with a blast of energy. Happy-go-lucky type, outspoken DOB: Feb Vaccinated & dewormed; spayed Pay her a visit at PAWS, PJ if you would like to give her a home. :) More info page : Adoption Page - PAWS PJ There are a lot more at the shelter, do drop by to visit / volunteer/donate.",4
b27f46ae3,"This puppy was dropped at SPCA, Selangor a month back. He is calm, quiet and a very lovable puppy. Perfect for a first time dog owner. He is probably a doberman mix from his markings etc. but cannot say for certain. Perfect for apartments, since he hardly barks.",3
ec8411943,"Candy is a quiet and sweet follower, she loves to follow human and seldom make noise. She is recovered from a bite of a neighbour's dog on 18th December . Dewormed on 20th Nov",3
df356def7,1 month old. Healthy and cute. Some have mix breed.Interested please message or whatsup me. TQ,1
cd3cd5fcc,"For serious adopters only! If you are interested in adopting, kindly contact by Call/ SMS/ Whatapps. Requirements for Adoption: ========================= All adoptions are subject to an interview and house check. Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY.",2
a6992bbc5,"this is really hard for me. but since im pregnant, i caoont keep a lot for cat in house. please any kind person adopt my baby. mommo with 3 baby. must adopt all 4 because the baby still need their mommy.",1
774289137,Whity is a sweet and playful girl that is yearning for a good home. She must be spayed at 6 months of age and cannot be chained or caged for long periods of time. Only interested serious adopters please call me.,2
ea159d8da,"She is a calm, gentle, good-mannered, friendly,loyal and obedient dog. She was ill-treated by her previous owner. She was sent for a detailed medical examination and to treat some of her wounds, currently still under the vet care. She is eager to shower love to her future owners.",4
404eab70f,This kitten was previously afraid of humans. Now it is fairly comfortable with humans and does get along with other cats. It is still quite a timid cat. Most suitable to a household with few other pets.,2
9ea3739e8,"Ginger,a really affectionate kitten. The first time I met her on street,this sweet and small kitty lay upon my feet. She loves hug so much where she would just fall asleep whenever put her on chest. Probably she misses mother love. Ginger is very loving and playful. mix well with other cats. Adopter is required to sign an agreement with basic conditions listed.",2
419d296e7,"Cooper and his two sisters were rescued from a parking lot in Ara Damansara early this year. He was just a tiny cuddly 2 month old pup then and absolutely irresistible. Even at that young age he showed his potential. He was well-behaved, toilet-trained, intelligent, and affectionate. Everything a puppy should be. An elderly gentleman fell in love with Coops. We were worried that a puppy's exuberant energy might be too much for a senior citizen to handle but we were convinced otherwise by their devotion to each other. Unfortunately this happy ending was not meant to last forever. Coops elderly adopter can no longer cope with his strong teenage dog. We hope to find Cooper a new home with someone who will love him just as much! He is a very alert dog and knows basic commands in mandarin, cantonese, and english!! He knows how to sit, shake hands with his right paw and then his left paw. He's also housebroken and will only relieve himself during his morning and evening walks. Cooper needs a lot of exercise and space to run around in. He absolutely must NOT be tied up or caged. This would drive him crazy. He is very energetic. He also craves attention and human companionship. He'd love it if someone could play with him often. He is definitely man's best friend. Right now he weighs about 20 kilos and has been recently neutered. He is a healthy, inquisitive boy and doesn't display any aggressive behavior towards other dogs. He is eager to make friends. Cooper is an ideal companion and a great watchdog. He's very alert and will bark if a stranger approaches. Interested parties may call, sms, or email me for more information. Serious inquiries only please. A brief introduction of yourself and your experience with dogs is much appreciated.",3
5adb4e661,"I am a white, 4 month old female with black spots. . Some humans had tied a string around my leg and my leg nearly got amputated with no blood flow, if not for my rescuers who nursed my leg back to health. 3 weeks ago I could not stand on all four legs. Now I can run freely and my wound is healing very nicely. I am really very cute and need a real loving home . I am very active and love to run around. I just love to play with children too. Please open your hearts and adopt me. You may call my human mom at or.",3
007bc1db4,An Indian woman's dog has breed 5 puppies. Healthy and cute. Mind to have a look and may you have faith with it? Tq,4
93f758039,"5 puppies are given birth by my own dog at home. 2 male and 3 female. They are healthy, active and playful. If interested to adopt one of them please call",3
fb5ef5522,Looking for a good home,4
d4bdcd89c,This kitten was found alone and his face was scratched by a big cat. We have nurse him for a week and now his face is fine and he is healthy and playful. We hope to find a home for this kitten as we are not able to keep him because we already have 2 cats and living in an apartment and we trying to avoid complaints from our neighbour. Please feel free to call me if u interested. Thank You Felicia,2
6c896760b,They are siblings. Adorable. Looking for a new home for both of them.,1
976cd59b0,"mr Xiao huang is strong, healthy, active, fun-loving, loves to play around children and other dogs. He needs a lot of attention and space, training, and he promises in return he will be faithful to you for life, treasure you and your loved ones, never forsake you no matter what, he will love and cherish you even when you have a bad hair day. Serious adopters only.",4
2599e55c5,"Given by relative. Currently I'm working in outstation,no time to take care of it.need to find a petlover who can give it a home. Prefer Muar adopter Wechat ID: sgline",4
6a48f776b,Bonnie is a healthy young kitten that I rescued. She is healthy and playful. Am looking for a good home for her as I already have a cat of my own. Anyone who is really interested in giving her a good home can call or sms me for more info. I can be contacted at.,3
dbd4f79ef,"Her name is pepper she is about 6 months old. I wish for her to go to a nice home where someone would care for her. I could not care for her because I will be going to Sarawak and my family have a baby to take care of at home. She comes together with everything else we own for her which are: 2 packs of dog food 2 pairs of clothes a pee pan for her to pee and poop on pee pads medical certificate nail clipper hair shaver and many other things which I can't think of at the moment. I am giving her away for a fee for which includes everything she has done so far including her vaccinations which is worth up to ringgit. She has done all 3 vaccinations and have fininshed her medications for heart worm which lasted for 6 months. She's an active happy puppy who loves the outdoors. She's quite scared of other dogs but once she's slowly introduced to them she get excited playing with them. She got along with my female german shepherd very well. She's indoor self trained pup. The moment we brought her in we see where she usually does her business and from there we put her pee pad or pee pan and she continuously goes back to the same place. Smart dog knows simple commands (sit, paw, down) Usually only when there's food around. She love her naps and usually sleeps facing upwards which is quite cute. The fee covers her vaccination (~RM) and adoption fee (RM) I hope we'll find her a good home someone who will really look after her and hopefully keep her indoors. If interested please do not hesitate to contact me (Pauline). She is currently location at Kota Damansara but I am able to bring her back to USJ/Subang Area too if you are living nearby here.",4
acb614bba,"They are 2 stray mother dogs gave birth 14 puppies at car park lot hidden place. So, I bring all puppies back to my condo temporary take care and for adopters. Please help and give them 2nd chance. Only serious adopters welcome. Someone who will give the pups a loving home. Please call , SMS or Email , if you are interested to adopt. Thank you.",2
373880ef5,For Adoption,2
3983e7c06,Found this poor dog wandering in a street. If you are the owner please contact me .,2
fa41fb473,"Cute, furry, active and a great appetite for food!",2
41bbdb352,For Adoption,2
0fb490c9b,She was given birth by her mother who is a pet of an irresponsible owner who didn't spay their pet. She was put in a box which was tied and leave only a tiny hole together with 6 other sibling and dump in a market in the middle of the night. Very beautiful puppies. No caging or tying for long hours except for precaution purposes. Commitment to spay her is compulsory Serious adopter pls call me.,1
8685546cb,"Mixed breed, Jack Russell, 5 months old",4
fbcadae16,Misty is a healthy happy go lucky kitten who is always very energetic and loves to play. She is friendly once she gets to know you and very lovable. She was rescued by a friend of mine who asked me to help take her in. She is kitty trained. I already have another cat at the moment and unable to care for her due to other commitments. Am looking for someone who really loves cats and is able to give her a good and loving home and look into her everyday needs. Those who are really serious and interested can contact me via the number given above. Kindly bring your own cage during collection. Thank you.,2
879c40dfa,"Hi guy, i have 3 shih tzu putting for adoption.. 2 female one male... interested pl gv me a call... ASAP",1
ba20d5a08,Scotty is a playful and friendly dog. He is full of personality. It's always a joy to have him around. Call Kin at if interested. Only genuine dog lovers will be considered. Landed property only.,4
8a1e12a30,"My beautiful boy & girl are really playful and active. They will be having fresh cooked tuna or tenggiri once a week. Body weight is 8.KG (Boy) & 7.KG (Girl). This weight is taken 1 1/2 hour ago before i create this post. For adopter information :- 1) I'm not selling pet - Both of them was given to me by a friend from New Zealand. Yes, im not buying it but the cost from New Zealand to Sarawak is more than Eur1k. 2)Why i charged for both of them? if someone couldn't afford to pay adoption fee then how my cat can live in good environment with new owner? 3)I will show you all certification about both of them. I will hold all documentation about cert/import document/certification document etc. unless you show me how are they for 3-4 months. If i can see they in good hand then i will release all document to new owner. If you ask why? I think everyone know the answer well. Now lets talk about reason : 1)My wife having our 2nd baby and always complaining about not feeling well. Including vomitting when smelling thier dry foods. 2)I tried to get relative's to handle them but most of them have aggressives guard and indoor dogs. 3)My cat never caged. Only in carrier or veterinary hospital for checkup. Thats the reason i couldn't send them to boarding till my wife give birth. That's it.. For Muslim's adopter do not feel worried about my cat. They tooked dry food only. Suppliment also halal product. Wet food once a week gm each of them is plain fresh fish without any ingredient or even fish bone. Giving together all 4 tiers cat tree/bed/pet food/grooming equiptment/shampoo/dry cleaner shampoo/accessories etc. Pet food can last 2-3 months. Warning : No seperate adoption. If not willing to take both then forget it i wont letgo seperately. Thanks..",4
a68361fdb,"Looking for a good home for this kitten. Left by her mother near our house, she is in need of a good home and a good owner..thank you",2
007ffeccd,Young puppy for adoption. Found abandoned. Able to take moist food. she is now eating Acana Puppy dry food soften with luke warm water.,2
c58ad77c4,"Niki still available for adoption! She's almost 3 months old with cute big black eyes. She's a beauty, super friendly, very healthy and active princess. Playful, entertaining and a total cuddlebug, this sweet pup has a huge soft spot for people. She's a slow eater, we feed her three to four times a day. Rice mixed with yogurt, chicken vegetable soup, kibbles separately, milk and clean water everyday. Been potty train in the garden. If you would like to play and cuddle, happy, adorable wonderful puppy who would like nothing more than to be yours forever, please come meet Niki real soon! A home visit will be conducted before she is released to her new family, and a follow up visit a month after adoption. Terms & Conditions for Adoption 1. Kept indoors 2. Must not be kenned unnecessarily 3. Must be given good food and access to clean water 4. Must be given medical care - vaccinations and the spaying (at her right age) 5. Must be given lots of love and attention 6. Home visits will be conducted after adoption by appointment. Please Whatsapp or message my caretaker. Thank you.",4
61338b2e9,"Hi everyone thanks for dropping by and spend some time on our profile . We are here to look for some good home . If u r a responsible ,loving n is a good master please give Annie a call to ask for the adoption . We are all in perfect health ,taken good care by mama and Annie ...we are playful n protective ,can be a very good pet n guard dog . If u are willing to give us a home please contact Annie Pet profile: Name : JEDI Gender: Male Age : 2 mth Color: b&w Breed :Mixed breed Name :Jasper Gender : Male Age : 2 mth Color : brown Breed : Mixed breed Name : Joy gender: Female Age : 2 mth Color: b & w Breed: Mixed breed",4
91c2159dd,"Bambi is up for adoption , She is very playful girl, active, great with children,she will show you all her love , we found roaming in front our house as we can see she is trained and her last owners must have trained her but sadly they have abandoned her , we cant keep her because we always out and she needs love and care. Dont want any money , i will give you a few stuff like food , treats , collar, dental soaps , all i need from her new owner is show her good love and care. thanks",4
7711871ae,"Dimple face. Friendly and playful. Currently living in a garbage room with mama cat. Feeding them daily. Hope to find them a loving home soon. To adopt,I hereby agree to the terms and conditions set forth below: 1. If the pet has not yet been neutered, I agree to see that this pet is neutered within the time period as advised by a veterinarian of adopter choice. (Female cat at 6 months age, Male cat at 8 months age) 2. Care for the above described pet in a humane and responsible manner and to provide it with clean and adequate shelter, food, water and veterinary care. No long-term caged, provide regular exercise and companionship for my pet. 3. I will take this pet to a veterinarian within 14 days of adoption for a general physical examination and any necessary vaccinations, deworming, medications or medical treatment, at my own expense. Constantly practice at the following years. 4. I understand that this pet is a rescued animal, and that no claims, representations, or warranties are made or implied by described current owner as to this pet’s age, breed, physical or mental characteristics, prior experiences, current or future health, behavior or temperament. 5. Pets may require short or long term care, I hereby promise to supply the care to this pet needs. 6. Helpful in securing the safety of people or other living things that come into this animal’s proximity; and that the safety of all living things who do so, is hereafter solely adopter’s ethical and legal responsibility. 7. Attach a leash to this pet harness or collar EVERY TIME out of doors with guardian of age of 14 & above. Allow this animal to play or walk off-leash ONLY in a safely enclosed area. 8. I will not sell, give away or otherwise dispose of said animal to any person(s), dealer, retailer, auction, institute or any other entity for any reason. 9. If at a later date I am unable or unwilling to keep this pet, I agree to first contact the below described current owner and give them the option to reclaim said pet at no charge. Find a new family for this pet, promise not to abandon. 10. When it is transferred to new owner, lost or death, I shall immediately notify the below described current owner and comply with the law. 11. We encourage you to call us with any questions and concerns and ask that you respond to our follow up requests by phone or email. Contact the described current owner when necessary. 12. I agree to abide by all state and local animal control and leash laws. 13. If at any time the described current owner becomes aware of neglect, abuse, or failure to provide for this animal’s care and control, described current owner reserves the right to immediately rescind adopter’s adoption of this animal and take this animal back into its care and control, without further notice. 14. This two copies of adoption affidavit are executed to adopter and described current owner. 5. Please update(photos & videos) me about them after adoption.",1
1a47d1c94,Kindly contact us if anyone is interested in adopting this cute girl. She just need a lovely family and home.,4
78a8e1b01,"Playfull, cute, manja",4
b2937acb6,Shes very playfull and smart,4
d8715d47e,"Adoption fee includes the basic medical expenses of the animal : spaying + 3 vaccinations. GERBERA is a tropical plant of the daisy family, native to Asia and Africa, with large brightly colored flowers. Just like this little kitten that we are fostering - Gerbera, she is as beautiful as the flower. Gerbera was rescued months ago at a food court, she was only a 2 months old baby during that time. Poor little baby was hiding under a car and meowing loudly seeking for help as there were a group of excited dogs wanted to hunt her and they kept running and waiting around the car. With help of some kind people there, we managed to shooed those doggie away and brought her home. Gerbera loves a lot to have companion and friends, she do not like much to be cuddled but she will always stay beside you and ask for a pat and ""massage"", she lovesss a lot when people sayang her. Gerbera is always happy when we're back home, she will always purr when we're at her side. But Gerbera has a habit and we do not know why she has such habit..most of the time when we stand near the window she will quickly run towards the window and climb on the window grill, as if like she's making a performance and telling us that she's good on this (we tried to stop her at the beginning but still..she want to let us know that she's good at this..a spider-cat Gerbera! :P) Gerbera behaves very good on bathing time but she do not like to share her food and toy with her friends. She can eat together with friends if in different bowl but when they re eating same bowl of food, she will be very nervous and lift up her front paw to stop anyone from nearing the bowl but of course she do not bite or hurt anyone.. Interested to adopt? Please kindly read our requirements: - Always keep cat indoor all the time - Agree to bring her for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat her like your own precious family members Please give a home to Gerbera ♥",4
2023404f9,Me and my friends rescued this dog from being put to sleep. She is still very young dog. She loves to play and active dog. We hope to find a family or someone who can give shelter to her.,4
378406cf4,"Molly is about 6 months old. She is currently being taken care of by a kind lady but she has too many dogs and want to find a good home for this cute girl. If you are interested, kindly call or whatsapp me. Thanks.",4
33add94a0,Kittens and mother kitten up for adoption.,1
11ad894e6,"A tiny bundle of cuteness, my pictures do not do Cutie justice; she is an affectionate, friendly and playful kitten that I believe will be a wonderful companion. She is not fearful or shy, and likes being close with people. My father rescued this little one off a busy road a few days ago, but we have two felines of our own... As such, please drop me a message or a call if you would like to give her a forever home :) Cheers!",2
12c4ed873,Schnoodle pup for adoption. Adoption fees RM is required as below: 1. RM (non-refundable) to cover his food & medical expenses. 2. RM (refundable) as deposit and will be refunded to you once you've neutered the puppy. For serious adopter Only!,1
ed7cde89e,sweet and gentle. chrisy is suitable for most homes looking for a family dog.,4
0e8c2a1aa,"Rubio, which means blonde in Spanish, is a very clever and alert dog. Generally well behaved, loves belly rubs and will sit quietly by your side. Very affectionate and okay with most dogs, except intact males. Loves car rides and can sit quietly. Steady and calm dog. Loves his walks. He is a good watchdog, fearless and bold. Weighs about 15 kgs, perfect companion and watchdog. Would love a family that has time for him, especially take him for daily walks. No caging or tying up, he hates being leashed up. Please call if u can give him a good home.",3
0a38a1059,She is a very laid back but protective girl. A very good guard dog but scared of people. She doesn't like car rides and shower. Love lots of attention and the moment you want to pat her she'll lie down and let you pat her tummy. No caging / no tying-up please. Preferable to be kept in door.,4
f0b2787f5,"The stray puppies came to my house, i have 2 dogs, can't keep them. help them to find home.",4
29a08292f,"Opus (his temporary foster name) was found in my backlane and believed to be abandoned because he was new to the neighbourhood, bullied by established community cats and did not know how to look for food. Thus, I rescued and nursed him back to good health. His overly-friendly behaviour and insistence to stay indoors confirms my suspicion that he was previously an owned cat rather than a stray. Thus, it was best for him to be rehomed rather than released back outdoors where he won't survive. About Opus: - applied MONTHLY with Advocate (latest on 19 September ) to protect against fleas and heartworms. - His weight is 4.6kg as at 26 September . - NEUTERED on 29 June . - VACCINATED on 8 July . - MICROCHIPPED on 15 August . - Tested NEGATIVE for FeLV&FIV on 18 August . - Full blood test on 18 August which showed GOOD kidney and liver health. - fed with PREMIUM cat kibbles (Monge - 33% protein content). - drinks water from a bowl which is cleaned and refilled daily for his good health. - TOILET-TRAINED to use the litter box. His poo is solid and well-formed which is an indicator of good health & good bowel movement. - domesticated, overly friendly, very AFFECTIONATE and constantly seeking attention. The adopter must agree to the following conditions: 1) The cat must be kept indoors at all times. 2) Vaccinate him yearly to protect against diseases. 3) Apply spot-on medication (Advocate recommended) monthly to protect against ticks/fleas/ear mites/intestinal worms/heartworms. 4) The adoption fee of RM90 must be paid in full as it only partially covers the cost (total: RM!) of his neutering (RM60), microchipping (RM), FeLV&FIV test (RM) full blood test (RM) and vaccination (RM53). Your adoption fee will go to helping the next needy furkid. If you're interested to adopt Opus, please sent a message (via petfinder.my) and please share about yourself (Malaysian/expatriate? Working/student?), your place (eg If renting, landlord allows pets? If living with family/friends, do they agree to pets?) and your cat ownership experience.",2
8f0468771,"I bought 1 of them and the other is their children. Due to limited space and i'm gonna move to smaller apartment, i can only keep 1 dog. I need to find someone who loves dogs and letting them go.",4
dc371c173,"This lovely trio of 2 male and a female pup were born July 1 and need a loving home. Their mother is a rescued spitz cross, and their dad a handsome white and brown mixed breed. Rufus is charcoal brown and the furriest of the lot. His brother Tito has a light mocha colored coat with a prominent black mouth. Sister Shelby is white with brown and black patches. Adopter must vaccinate and spay them. Tito weighs 3.3 kgs, Rufus 3.1 and Shelby 2.8.",3
0b8e1dd80,This little darling will smile with her eyes and make u melt. She is very active and likes a lot of attention. Very good family dog...loves kids.....pls open your heart n home to love her....adopter must spay the pup. P.s. Ticky has a sister Tikka,4
1100bff90,"a very manja lovely kitten. the last adopter took him, and had to return him few days later as her mum couldnt accept a cat in the family. as the adopter drop the Tuxedo boy, we put him on the floor and as she drove away , he started chasing her car. it was really sad to see how much he had bonded and attached to his new owner in only 3 days. he will follow you where ever you go, greet you when you come home, talk to you when you talk to him... hes not a very pretty cat, but his character will charm you...",4
54c5d6442,"a healthy cat,look like Siamese,very cute.i have had a cat already so can keep this one any more . so anyone kind heart can adopt it please contact me at and i will give a cage for free",1
74c7373bd,Found and given vaccination and heart worm vaccination and deworming as well.,4
8a9a4edd7,"5-6 week old kitten for adoption. Some evil person separated the kitten from the mother and dumped her in TNB Bangi. Eventhough Kitten able to eat soft food, she is too young to be left abandoned. I am looking for a loving forever home for the little sweet heart. If you are looking for a furry baby to love or need a furry friend for companianship, look no more, she is the one for you! Whatapp me at. My location is Bangi / Kajang",2
623138a05,"We have taken care of Valentine since she was a pup. However, now we do not have to time to care for her as we travel very often. She is very healthy and intelligent.",1
1ffe668f9,"Hunter and his brother Marley are big-boned. Hunter is white with brown spots while Marley is fully black. Hunter weighs 9 kgs and Marley is 7.2 kgs. They are very obedient and toilet trained on grass. Alert and good watchdogs too. Neutering and vaccination are compulsory, cost to be borne by adopter. Please call if you can give them a good home. They can be split up but if anyone can take both that would be great. November: Marley went missing in Ara Damansara. Sadly we can't find him and can only pray he is fine.",4
400cbe759,cute kitten now ready to go new home healty hyper playing Breed Domestic long hair with persian ready eat wet thnks,2
077001793,"Teddie is a very good-natured dog. He is a pedigree dog dumped from young at a car workshop in Sg Buloh and has lived there for most of his life. Due to neglect, his hair was all matted up when we took him back. He has been groomed and currently on medication for poor skin condition. He has a healthy appetite and loves going for long walks. He is a good companion to have and best with another dog around as he tends to howl when he gets lonely. Please give him a home in his sunset years.",3
dfa8ac290,named: racoon. aged almost 8 month. male searching for someone who can be with him 24 hours. someone who doesnt have any cats n can pay attention to him only. very loving if youre only with him( no other cats) .. but scared of u if u hold another cat ( jelouse) if interested call ( nini ),4
119903786,"Max and her other 3 siblings was conceived by their unspayed mother dog belonged to a factory owner, to guard his factory. She was caught by MPSJ dog catcher when roaming outside. She and her 3 other siblings were rescued and sent to vet clinic. They are already dewormed and vaccinated. Active and adorable. No caging or tying for long hours except for precautionary purposes. Commitment to spay her when due is compulsory. Interested adopters pls call me.",3
87639ef4c,"Looking for a companion for life? These kittens are available for adoption. They are currently being looked after by a foster carer and will need to be re-homed soon. Please SMS if you could like to adopt any of them and give them the second chance they deserve... ********************************* The terms & conditions for adoption are: 1. There is no adoption fee, but any donation is welcome to defray the costs of deworming, vaccination, neutering and other medical costs. 2. An interview and a home visit will be conducted before the kittens are released to their new home. You must treat the kitten as a family member! 3. They should not be caged for long periods of time and should be kept indoors 4. They must be provided with sufficient food, water, exercise, medical care (if necessary), clean boxes and shelter from the heat and rain. 5. The kittens MUST be neutered by the adopter before 6 months of age. This is NON-NEGOTIABLE. If you cannot agree to the T&Cs above, please DO NOT contact us.",2
7131cab79,"Adoption fee is for spaying,to bring puppy back at the age of 6 months. any additional charges from the spaying is being borne by Rani. Please do help her with her rescues. pls give this pup a home, owner kept leaving this pup running out on the street . seems to have no interest in taking care of this little fella. contact us at (miss rani) Klinik Mayo Veterinar No11A, Jalan USJ 10/1G, Taipan Triangle, UEP Subang Jaya.",2
e4277c6de,"Foster these kitties for my aunt and they are currently up for adoption. Litter trained. Mika (colico) is an adventurous, playful yet can be extremely 'manja'. Bella (white) is a demure and independent princess. Quiet yet affectionate. They have been playmates since birth so it would be lovely if they could be adopted together. Please call/sms . Thanks!",3
402799b02,Healthy puppy for adoption. Commitment to spay is compulsory. Interested to adopt pls contact Amy ,3
e98e609ac,"My friends dogs was gave birth about 1 month ago,the pup mother is a labrador retriver mixed!We are not sure which type of the dogs are the papa,so we find the dog breed that looks like them.There was 6 pups been gave birth at march 4...",2
e24b153bb,"Hello everybody! My name is Caramel. My fosterers say I'm a smart cookie (even though I don't think I'm edible) because I was potty trained at 1 month old! I'm love to play! I might be small now but I am very fiesty! I always get what I want, nobody can resist my puppy eyes! I love my cat mummy (seen in picture), my cat brother, Jamie and my little sister Caramel. I love everything! Can I be your furever friend? _______________________________ Back story, we found Maple and her sister, Caramel in a basket in front of the 99 speed mart on a wet rainy night (blame the monsoon season). Poor babies were only 1 week old at most, they still haven't opened their eyes yet. They had to be fed through a bottle because they were so young. But miraculously, one of our foster cats (Miu Miu who we rescued and had a huge tumor on her stomach removed. Miu Miu was nursing our other rescued cat, Jamie also.) was kind and generous enough to nurse them and help take care of them. With Miu miu's help, these babies managed to grow into the bright and spunky puppies they are today! So if you're interested in adopting puppies that were raised by a cat, contact us! Contact info, Kelly Tan (preferably whatsapp) Thank you and have a great day!",3
d0b98e001,"Healthy, gentle-natured 3 year old female English Cocker Spaniel for adoption. Requirements: Must be kept indoors, Frontlined, given Heartgard + annual booster vaccination and brought to the vet should any health issues occur. Must also allow regular house visits.",1
86d203b94,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If you are interested to adopt pls contact Amy,3
d7a050445,Hi i have 6 cats to be adopt. They are healthy and playful. They are long hair and have long tail. The fee that i used for adoption can be in cash or exchange with crystal litter 5 bags or 4 kg royal canine (adults or kitten) or 6kg blackwood for one cat. This fee is also to be consider that this cat will go to a loving home that they will be taken care of. This is also helping me to foster the other cats and find them good home. Please sms if you want to see their pics. They are not vaccine yet. For those who want to adopt these furkids and give them a loving home please sms me.,1
